date,state,district,crop_type,crop_species,production
2017-01-01,Negeri Sembilan,Seremban,fruit,duku,0.0
2017-01-01,Negeri Sembilan,Seremban,fruit,durian,1603.91
2017-01-01,Negeri Sembilan,Seremban,fruit,guava,129.384
2017-01-01,Negeri Sembilan,Seremban,fruit,jackfruit,1538.96
2017-01-01,Negeri Sembilan,Seremban,fruit,langsat,0.0
2017-01-01,Negeri Sembilan,Seremban,fruit,mango,0.0
2017-01-01,Negeri Sembilan,Seremban,fruit,mangosteen,5.7
2017-01-01,Negeri Sembilan,Seremban,fruit,papaya,0.0
2017-01-01,Negeri Sembilan,Seremban,fruit,pineapple,94.35
2017-01-01,Negeri Sembilan,Seremban,fruit,pomelo,0.0
2017-01-01,Negeri Sembilan,Seremban,fruit,pulasan,0.0
2017-01-01,Negeri Sembilan,Seremban,fruit,rambutan,65.8
2017-01-01,Negeri Sembilan,Seremban,fruit,salak,0.0
2017-01-01,Negeri Sembilan,Seremban,fruit,starfruit,1061.73
2017-01-01,Negeri Sembilan,Seremban,fruit,sweet_orange,0.0
2017-01-01,Negeri Sembilan,Seremban,fruit,watermelon,1087.0
2017-01-01,Negeri Sembilan,Seremban,herbs,belalai_gajah,27.2
2017-01-01,Negeri Sembilan,Seremban,herbs,betel_vine,1.3
2017-01-01,Negeri Sembilan,Seremban,herbs,fragrant_lemon_grass,0.0
2017-01-01,Negeri Sembilan,Seremban,herbs,long_jack,0.0
2017-01-01,Negeri Sembilan,Seremban,herbs,melada_pahit,0.0
2017-01-01,Negeri Sembilan,Seremban,herbs,misai_kucing,0.0
2017-01-01,Negeri Sembilan,Seremban,herbs,mistletoe_fig,0.0
2017-01-01,Negeri Sembilan,Seremban,herbs,pandan,0.0
2017-01-01,Negeri Sembilan,Seremban,herbs,pecah_beling,0.0
2017-01-01,Negeri Sembilan,Seremban,herbs,pegaga,0.0
2017-01-01,Negeri Sembilan,Seremban,herbs,petai,0.0
2017-01-01,Negeri Sembilan,Seremban,herbs,turkey_berry,0.0
2017-01-01,Negeri Sembilan,Seremban,industrial_crops,coconut,414.6
2017-01-01,Negeri Sembilan,Seremban,industrial_crops,mushroom,384.4
2017-01-01,Negeri Sembilan,Seremban,industrial_crops,roselle,0.0
2017-01-01,Negeri Sembilan,Seremban,spices,calamondin_lime,7.73
2017-01-01,Negeri Sembilan,Seremban,spices,curry_tree,0.0
2017-01-01,Negeri Sembilan,Seremban,spices,ginger,0.0
2017-01-01,Negeri Sembilan,Seremban,spices,kaffir_lime,0.0
2017-01-01,Negeri Sembilan,Seremban,spices,lemon_grass,921.09
2017-01-01,Negeri Sembilan,Seremban,spices,lime,0.0
2017-01-01,Negeri Sembilan,Seremban,vegetable,angled_loofah,0.0
2017-01-01,Negeri Sembilan,Seremban,vegetable,birds_eye_chili,0.25
2017-01-01,Negeri Sembilan,Seremban,vegetable,bitter_gourd,4.12
2017-01-01,Negeri Sembilan,Seremban,vegetable,bottle_gourd,0.0
2017-01-01,Negeri Sembilan,Seremban,vegetable,brinjal,39.501
2017-01-01,Negeri Sembilan,Seremban,vegetable,cabbage,0.0
2017-01-01,Negeri Sembilan,Seremban,vegetable,chinese_chives,9.221
2017-01-01,Negeri Sembilan,Seremban,vegetable,chinese_kale,7.129
2017-01-01,Negeri Sembilan,Seremban,vegetable,chinese_spinach,1297.05
2017-01-01,Negeri Sembilan,Seremban,vegetable,cucumber,403.6675
2017-01-01,Negeri Sembilan,Seremban,vegetable,dwarf_bitter_gourd,0.0
2017-01-01,Negeri Sembilan,Seremban,vegetable,fourangled_bean,0.0
2017-01-01,Negeri Sembilan,Seremban,vegetable,french_bean,0.0
2017-01-01,Negeri Sembilan,Seremban,vegetable,ladys_finger,410.859
2017-01-01,Negeri Sembilan,Seremban,vegetable,lettuce,3.919
2017-01-01,Negeri Sembilan,Seremban,vegetable,long_bean,200.893
2017-01-01,Negeri Sembilan,Seremban,vegetable,mustard,1228.461
2017-01-01,Negeri Sembilan,Seremban,vegetable,pumpkin,0.78
2017-01-01,Negeri Sembilan,Seremban,vegetable,red_chilli,43.63
2017-01-01,Negeri Sembilan,Seremban,vegetable,sweet_shoot,0.0
2017-01-01,Negeri Sembilan,Seremban,vegetable,tomato,0.0
2017-01-01,Negeri Sembilan,Seremban,vegetable,water_spinach,898.32
2017-01-01,Negeri Sembilan,Seremban,vegetable,wax_gourd,0.0
2017-01-01,Negeri Sembilan,Tampin,cash_crops,cassava,0.0
2017-01-01,Negeri Sembilan,Tampin,cash_crops,sweet_corn,125.8
2017-01-01,Negeri Sembilan,Tampin,cash_crops,sweet_potato,0.0
2017-01-01,Negeri Sembilan,Tampin,cash_crops,yam,0.0
2017-01-01,Negeri Sembilan,Tampin,cash_crops,yellow_sugar_cane,85.8
2017-01-01,Negeri Sembilan,Tampin,fruit,banana,811.17
2017-01-01,Negeri Sembilan,Tampin,fruit,cempedak,0.0
2017-01-01,Negeri Sembilan,Tampin,fruit,ciku,0.0
2017-01-01,Negeri Sembilan,Tampin,fruit,dokong,9.9
2017-01-01,Negeri Sembilan,Tampin,fruit,dragon_fruit,268.9
2017-01-01,Negeri Sembilan,Tampin,fruit,duku,0.0
2017-01-01,Negeri Sembilan,Tampin,fruit,durian,515.6
2017-01-01,Negeri Sembilan,Tampin,fruit,guava,82.04
2017-01-01,Negeri Sembilan,Tampin,fruit,jackfruit,2731.01
2017-01-01,Negeri Sembilan,Tampin,fruit,langsat,0.0
2017-01-01,Negeri Sembilan,Tampin,fruit,mango,26.9
2017-01-01,Negeri Sembilan,Tampin,fruit,mangosteen,52.36
2017-01-01,Negeri Sembilan,Tampin,fruit,papaya,269.48
2017-01-01,Negeri Sembilan,Tampin,fruit,pineapple,309.7
2017-01-01,Negeri Sembilan,Tampin,fruit,pomelo,0.0
2017-01-01,Negeri Sembilan,Tampin,fruit,pulasan,0.0
2017-01-01,Negeri Sembilan,Tampin,fruit,rambutan,318.8
2017-01-01,Negeri Sembilan,Tampin,fruit,salak,0.0
2017-01-01,Negeri Sembilan,Tampin,fruit,starfruit,10.0
2017-01-01,Negeri Sembilan,Tampin,fruit,sweet_orange,0.0
2017-01-01,Negeri Sembilan,Tampin,fruit,watermelon,0.0
2017-01-01,Negeri Sembilan,Tampin,herbs,belalai_gajah,0.0
2017-01-01,Negeri Sembilan,Tampin,herbs,betel_vine,0.0
2017-01-01,Negeri Sembilan,Tampin,herbs,fragrant_lemon_grass,0.0
2017-01-01,Negeri Sembilan,Tampin,herbs,long_jack,0.0
2017-01-01,Negeri Sembilan,Tampin,herbs,melada_pahit,0.0
2017-01-01,Negeri Sembilan,Tampin,herbs,misai_kucing,0.0
2017-01-01,Negeri Sembilan,Tampin,herbs,mistletoe_fig,0.0
2017-01-01,Negeri Sembilan,Tampin,herbs,pandan,0.0
2017-01-01,Negeri Sembilan,Tampin,herbs,pecah_beling,0.0
2017-01-01,Negeri Sembilan,Tampin,herbs,pegaga,0.0
2017-01-01,Negeri Sembilan,Tampin,herbs,petai,0.0
2017-01-01,Negeri Sembilan,Tampin,herbs,turkey_berry,0.0
2017-01-01,Negeri Sembilan,Tampin,industrial_crops,coconut,1605.07
2017-01-01,Negeri Sembilan,Tampin,industrial_crops,mushroom,16.86
2017-01-01,Negeri Sembilan,Tampin,industrial_crops,roselle,0.0
2017-01-01,Negeri Sembilan,Tampin,spices,calamondin_lime,35.28
2017-01-01,Negeri Sembilan,Tampin,spices,curry_tree,0.0
2017-01-01,Negeri Sembilan,Tampin,spices,ginger,0.0
2017-01-01,Negeri Sembilan,Tampin,spices,kaffir_lime,0.081
2017-01-01,Negeri Sembilan,Tampin,spices,lemon_grass,0.0
2017-01-01,Negeri Sembilan,Tampin,spices,lime,58.11
2017-01-01,Negeri Sembilan,Tampin,vegetable,angled_loofah,18.48
2017-01-01,Negeri Sembilan,Tampin,vegetable,birds_eye_chili,21.225
2017-01-01,Negeri Sembilan,Tampin,vegetable,bitter_gourd,46.464
2017-01-01,Negeri Sembilan,Tampin,vegetable,bottle_gourd,17.5
2017-01-01,Negeri Sembilan,Tampin,vegetable,brinjal,58.58
2017-01-01,Negeri Sembilan,Tampin,vegetable,cabbage,0.0
2017-01-01,Negeri Sembilan,Tampin,vegetable,chinese_chives,0.0
2017-01-01,Negeri Sembilan,Tampin,vegetable,chinese_kale,0.0
2017-01-01,Negeri Sembilan,Tampin,vegetable,chinese_spinach,26.96
2017-01-01,Negeri Sembilan,Tampin,vegetable,cucumber,99.49
2017-01-01,Negeri Sembilan,Tampin,vegetable,dwarf_bitter_gourd,24.05
2017-01-01,Negeri Sembilan,Tampin,vegetable,fourangled_bean,0.0
2017-01-01,Negeri Sembilan,Tampin,vegetable,french_bean,0.0
2017-01-01,Negeri Sembilan,Tampin,vegetable,ladys_finger,130.67
2017-01-01,Negeri Sembilan,Tampin,vegetable,lettuce,0.002
2017-01-01,Negeri Sembilan,Tampin,vegetable,long_bean,76.0
2017-01-01,Negeri Sembilan,Tampin,vegetable,mustard,407.05
2017-01-01,Negeri Sembilan,Tampin,vegetable,pumpkin,17.045
2017-01-01,Negeri Sembilan,Tampin,vegetable,red_chilli,73.587
2017-01-01,Negeri Sembilan,Tampin,vegetable,sweet_shoot,0.0
2017-01-01,Negeri Sembilan,Tampin,vegetable,tomato,0.0
2017-01-01,Negeri Sembilan,Tampin,vegetable,water_spinach,26.3
2017-01-01,Negeri Sembilan,Tampin,vegetable,wax_gourd,0.0
2017-01-01,Pahang,Bentong,cash_crops,cassava,0.0
2017-01-01,Pahang,Bentong,cash_crops,groundnuts,0.0
2017-01-01,Pahang,Bentong,cash_crops,sweet_corn,184.3
2017-01-01,Pahang,Bentong,cash_crops,sweet_potato,0.0
2017-01-01,Pahang,Bentong,cash_crops,yam,0.0
2017-01-01,Pahang,Bentong,cash_crops,yellow_sugar_cane,57.0
2017-01-01,Pahang,Bentong,fruit,banana,7402.622
2017-01-01,Pahang,Bentong,fruit,cempedak,769.351
2017-01-01,Pahang,Bentong,fruit,ciku,20.0
2017-01-01,Pahang,Bentong,fruit,dokong,48.589
2017-01-01,Pahang,Bentong,fruit,dragon_fruit,0.0
2017-01-01,Pahang,Bentong,fruit,duku,0.0
2017-01-01,Pahang,Bentong,fruit,durian,5888.5
2017-01-01,Pahang,Bentong,fruit,guava,0.989
2017-01-01,Pahang,Bentong,fruit,jackfruit,879.81
2017-01-01,Pahang,Bentong,fruit,langsat,0.0
2017-01-01,Pahang,Bentong,fruit,mango,0.0
2017-01-01,Pahang,Bentong,fruit,mangosteen,502.31
2017-01-01,Pahang,Bentong,fruit,papaya,2295.342
2017-01-01,Pahang,Bentong,fruit,pineapple,0.0
2017-01-01,Pahang,Bentong,fruit,pomelo,0.0
2017-01-01,Pahang,Bentong,fruit,pulasan,0.0
2017-01-01,Pahang,Bentong,fruit,rambutan,680.071
2017-01-01,Pahang,Bentong,fruit,salak,0.0
2017-01-01,Pahang,Bentong,fruit,starfruit,0.0
2017-01-01,Pahang,Bentong,fruit,sweet_orange,28.0
2017-01-01,Pahang,Bentong,fruit,watermelon,271.9
2017-01-01,Pahang,Bentong,herbs,basil,0.0
2017-01-01,Pahang,Bentong,herbs,belalai_gajah,0.0
2017-01-01,Pahang,Bentong,herbs,betel_vine,0.0
2017-01-01,Pahang,Bentong,herbs,candle_tree,0.0
2017-01-01,Pahang,Bentong,herbs,cekur,0.0
2017-01-01,Pahang,Bentong,herbs,fragrant_lemon_grass,0.0
2017-01-01,Pahang,Bentong,herbs,great_morinda,0.0
2017-01-01,Pahang,Bentong,herbs,jering,0.3
2017-01-01,Pahang,Bentong,herbs,kaduk,0.0
2017-01-01,Pahang,Bentong,herbs,melada_pahit,0.0
2017-01-01,Pahang,Bentong,herbs,mint,0.0
2017-01-01,Pahang,Bentong,herbs,misai_kucing,0.0
2017-01-01,Pahang,Bentong,herbs,pandan,0.0
2017-01-01,Pahang,Bentong,herbs,pegaga,0.0
2017-01-01,Pahang,Bentong,herbs,petai,0.48
2017-01-01,Pahang,Bentong,herbs,red_ginger,0.0
2017-01-01,Pahang,Bentong,herbs,swamp_willow_weed,1.3
2017-01-01,Pahang,Bentong,herbs,ulam_raja,0.0
2017-01-01,Pahang,Bentong,industrial_crops,areca_nut,0.0
2017-01-01,Pahang,Bentong,industrial_crops,coconut,1111.578
2017-01-01,Pahang,Bentong,industrial_crops,coffee,1.65
2017-01-01,Pahang,Bentong,industrial_crops,honey_bee,0.0
2017-01-01,Pahang,Bentong,industrial_crops,kelulut_bee,0.3
2017-01-01,Pahang,Bentong,industrial_crops,mushroom,61.889
2017-01-01,Pahang,Bentong,industrial_crops,roselle,0.0
2017-01-01,Pahang,Bentong,industrial_crops,tea,0.0
2017-01-01,Pahang,Bentong,spices,asam_gelugor,0.0
2017-01-01,Pahang,Bentong,spices,calamondin_lime,0.0
2017-01-01,Pahang,Bentong,spices,curry_tree,0.0
2017-01-01,Pahang,Bentong,spices,ginger,9205.508
2017-01-01,Pahang,Bentong,spices,greater_galangal,0.0
2017-01-01,Pahang,Bentong,spices,kaffir_lime,0.0
2017-01-01,Pahang,Bentong,spices,lemon_grass,135.498
2017-01-01,Pahang,Bentong,spices,lime,112.779
2017-01-01,Pahang,Bentong,spices,pink_cone_ginger,91.788
2017-01-01,Pahang,Bentong,spices,turmeric,0.0
2017-01-01,Pahang,Bentong,spices,water_celery,0.0
2017-01-01,Pahang,Bentong,vegetable,angled_loofah,245.751
2017-01-01,Pahang,Bentong,vegetable,birds_eye_chili,29.132
2017-01-01,Pahang,Bentong,vegetable,bitter_gourd,176.877
2017-01-01,Pahang,Bentong,vegetable,bottle_gourd,93.743
2017-01-01,Pahang,Bentong,vegetable,brinjal,424.196
2017-01-01,Pahang,Bentong,vegetable,cabbage,107.2
2017-01-01,Pahang,Bentong,vegetable,carrot,0.0
2017-01-01,Pahang,Bentong,vegetable,celery,0.0
2017-01-01,Pahang,Bentong,vegetable,chinese_cabbage,0.0
2017-01-01,Pahang,Bentong,vegetable,chinese_chives,0.0
2017-01-01,Pahang,Bentong,vegetable,chinese_kale,928.297
2017-01-01,Pahang,Bentong,vegetable,chinese_spinach,6932.441
2017-01-01,Pahang,Bentong,vegetable,cucumber,1226.65
2017-01-01,Pahang,Bentong,vegetable,dwarf_bitter_gourd,5.8
2017-01-01,Pahang,Bentong,vegetable,fourangled_bean,3729.36
2017-01-01,Pahang,Bentong,vegetable,french_bean,4195.35
2017-01-01,Pahang,Bentong,vegetable,ladys_finger,190.201
2017-01-01,Pahang,Bentong,vegetable,lettuce,2008.062
2017-01-01,Pahang,Bentong,vegetable,long_bean,462.462
2017-01-01,Pahang,Bentong,vegetable,mustard,10594.7
2017-01-01,Pahang,Bentong,vegetable,pumpkin,122.378
2017-01-01,Pahang,Bentong,vegetable,radish,0.0
2017-01-01,Pahang,Bentong,vegetable,red_chilli,346.75
2017-01-01,Pahang,Bentong,vegetable,snake_gourd,0.0
2017-01-01,Pahang,Bentong,vegetable,spring_onion,0.0
2017-01-01,Pahang,Bentong,vegetable,sweet_shoot,27.297
2017-01-01,Pahang,Bentong,vegetable,tomato,23.626
2017-01-01,Pahang,Bentong,vegetable,water_spinach,7018.071
2017-01-01,Pahang,Bentong,vegetable,wax_gourd,0.0
2017-01-01,Pahang,Bera,cash_crops,cassava,668.8
2017-01-01,Pahang,Bera,cash_crops,groundnuts,0.0
2017-01-01,Pahang,Bera,cash_crops,sweet_corn,643.1
2017-01-01,Pahang,Bera,cash_crops,sweet_potato,329.8
2017-01-01,Pahang,Bera,cash_crops,yam,148.1
2017-01-01,Pahang,Bera,cash_crops,yellow_sugar_cane,377.4
2017-01-01,Pahang,Bera,fruit,banana,2591.4957
2017-01-01,Pahang,Bera,fruit,cempedak,1.251
2017-01-01,Pahang,Bera,fruit,ciku,22.371
2017-01-01,Pahang,Bera,fruit,dokong,0.0
2017-01-01,Pahang,Bera,fruit,dragon_fruit,39.967
2017-01-01,Pahang,Bera,fruit,duku,0.0
2017-01-01,Pahang,Bera,fruit,durian,9.224
2017-01-01,Pahang,Bera,fruit,guava,185.548
2017-01-01,Pahang,Bera,fruit,jackfruit,1444.261
2017-01-01,Pahang,Bera,fruit,langsat,0.0
2017-01-01,Pahang,Bera,fruit,mango,219.1626
2017-01-01,Pahang,Bera,fruit,mangosteen,8.638
2017-01-01,Pahang,Bera,fruit,papaya,820.9654
2017-01-01,Pahang,Bera,fruit,pineapple,46.533
2017-01-01,Pahang,Bera,fruit,pomelo,2.528
2017-01-01,Pahang,Bera,fruit,pulasan,0.0
2017-01-01,Pahang,Bera,fruit,rambutan,7.596
2017-01-01,Pahang,Bera,fruit,salak,16.602
2017-01-01,Pahang,Bera,fruit,starfruit,0.0
2017-01-01,Pahang,Bera,fruit,sweet_orange,0.701
2017-01-01,Pahang,Bera,fruit,watermelon,6894.4
2017-01-01,Pahang,Bera,herbs,basil,0.0
2017-01-01,Pahang,Bera,herbs,belalai_gajah,0.0
2017-01-01,Pahang,Bera,herbs,betel_vine,2.7
2017-01-01,Pahang,Bera,herbs,candle_tree,0.0
2017-01-01,Pahang,Bera,herbs,cekur,0.0
2017-01-01,Pahang,Bera,herbs,fragrant_lemon_grass,0.0
2017-01-01,Pahang,Bera,herbs,great_morinda,0.0
2017-01-01,Pahang,Bera,herbs,jering,9.0
2017-01-01,Pahang,Bera,herbs,kaduk,0.0
2017-01-01,Pahang,Bera,herbs,melada_pahit,0.2
2017-01-01,Pahang,Bera,herbs,mint,0.0
2017-01-01,Pahang,Bera,herbs,misai_kucing,0.0
2017-01-01,Pahang,Bera,herbs,pandan,83.4
2017-01-01,Pahang,Bera,herbs,pegaga,0.6
2017-01-01,Pahang,Bera,herbs,petai,118.99677
2017-01-01,Pahang,Bera,herbs,red_ginger,0.0
2017-01-01,Pahang,Bera,herbs,swamp_willow_weed,11.3
2017-01-01,Pahang,Bera,herbs,ulam_raja,0.0
2017-01-01,Pahang,Bera,industrial_crops,areca_nut,1.3
2017-01-01,Pahang,Bera,industrial_crops,coconut,618.53479
2017-01-01,Pahang,Bera,industrial_crops,coffee,0.0
2017-01-01,Pahang,Bera,industrial_crops,honey_bee,0.0
2017-01-01,Pahang,Bera,industrial_crops,kelulut_bee,0.6
2017-01-01,Pahang,Bera,industrial_crops,mushroom,97.51
2017-01-01,Pahang,Bera,industrial_crops,roselle,0.0
2017-01-01,Pahang,Bera,industrial_crops,tea,0.0
2017-01-01,Pahang,Bera,spices,asam_gelugor,6.0
2017-01-01,Pahang,Bera,spices,calamondin_lime,91.84222
2017-01-01,Pahang,Bera,spices,curry_tree,1.9
2017-01-01,Pahang,Bera,spices,ginger,0.0
2017-01-01,Pahang,Bera,spices,greater_galangal,235.59198
2017-01-01,Pahang,Bera,spices,kaffir_lime,1.324
2017-01-01,Pahang,Bera,spices,lemon_grass,364.11387
2017-01-01,Pahang,Bera,spices,lime,254.92194
2017-01-01,Pahang,Bera,spices,pink_cone_ginger,162.95215
2017-01-01,Pahang,Bera,spices,turmeric,277.43645
2017-01-01,Pahang,Bera,spices,water_celery,0.0
2017-01-01,Pahang,Bera,vegetable,angled_loofah,1110.32582
2017-01-01,Pahang,Bera,vegetable,birds_eye_chili,131.77033
2017-01-01,Pahang,Bera,vegetable,bitter_gourd,280.261
2017-01-01,Pahang,Bera,vegetable,bottle_gourd,283.991
2017-01-01,Pahang,Bera,vegetable,brinjal,716.051
2017-01-01,Pahang,Bera,vegetable,cabbage,0.0
2017-01-01,Pahang,Bera,vegetable,carrot,0.0
2017-01-01,Pahang,Bera,vegetable,celery,0.0
2017-01-01,Pahang,Bera,vegetable,chinese_cabbage,0.0
2017-01-01,Pahang,Bera,vegetable,chinese_chives,0.735
2017-01-01,Pahang,Bera,vegetable,chinese_kale,28.393
2017-01-01,Pahang,Bera,vegetable,chinese_spinach,124.747
2017-01-01,Pahang,Bera,vegetable,cucumber,2141.25138
2017-01-01,Pahang,Bera,vegetable,dwarf_bitter_gourd,0.0
2017-01-01,Pahang,Bera,vegetable,fourangled_bean,12.08
2017-01-01,Pahang,Bera,vegetable,french_bean,1.25
2017-01-01,Pahang,Bera,vegetable,ladys_finger,459.9458
2017-01-01,Pahang,Bera,vegetable,lettuce,2.985
2017-01-01,Pahang,Bera,vegetable,long_bean,447.408
2017-01-01,Pahang,Bera,vegetable,mustard,28.711
2017-01-01,Pahang,Bera,vegetable,pumpkin,297.1
2017-01-01,Pahang,Bera,vegetable,radish,0.0
2017-01-01,Pahang,Bera,vegetable,red_chilli,849.44783
2017-01-01,Pahang,Bera,vegetable,snake_gourd,0.0
2017-01-01,Pahang,Bera,vegetable,spring_onion,0.0
2017-01-01,Pahang,Bera,vegetable,sweet_shoot,19.913
2017-01-01,Pahang,Bera,vegetable,tomato,0.127
2017-01-01,Pahang,Bera,vegetable,water_spinach,217.4134
2017-01-01,Pahang,Bera,vegetable,wax_gourd,0.0
2017-01-01,Pahang,Cameron Highlands,cash_crops,cassava,0.0
2017-01-01,Pahang,Cameron Highlands,cash_crops,groundnuts,0.0
2017-01-01,Pahang,Cameron Highlands,cash_crops,sweet_corn,1327.0
2017-01-01,Pahang,Cameron Highlands,cash_crops,sweet_potato,262.4
2017-01-01,Pahang,Cameron Highlands,cash_crops,yam,0.0
2017-01-01,Pahang,Cameron Highlands,cash_crops,yellow_sugar_cane,0.0
2017-01-01,Pahang,Cameron Highlands,fruit,banana,0.0
2017-01-01,Pahang,Cameron Highlands,fruit,cempedak,0.0
2017-01-01,Pahang,Cameron Highlands,fruit,ciku,0.0
2017-01-01,Pahang,Cameron Highlands,fruit,dokong,0.0
2017-01-01,Pahang,Cameron Highlands,fruit,dragon_fruit,0.0
2017-01-01,Pahang,Cameron Highlands,fruit,duku,0.0
2017-01-01,Pahang,Cameron Highlands,fruit,durian,0.0
2017-01-01,Pahang,Cameron Highlands,fruit,guava,0.0
2017-01-01,Pahang,Cameron Highlands,fruit,jackfruit,0.0
2017-01-01,Pahang,Cameron Highlands,fruit,langsat,0.0
2017-01-01,Pahang,Cameron Highlands,fruit,mango,0.0
2017-01-01,Pahang,Cameron Highlands,fruit,mangosteen,0.0
2017-01-01,Pahang,Cameron Highlands,fruit,papaya,0.0
2017-01-01,Pahang,Cameron Highlands,fruit,pineapple,0.0
2017-01-01,Pahang,Cameron Highlands,fruit,pomelo,0.0
2017-01-01,Pahang,Cameron Highlands,fruit,pulasan,0.0
2017-01-01,Pahang,Cameron Highlands,fruit,rambutan,0.0
2017-01-01,Pahang,Cameron Highlands,fruit,salak,0.0
2017-01-01,Pahang,Cameron Highlands,fruit,starfruit,0.0
2017-01-01,Pahang,Cameron Highlands,fruit,sweet_orange,0.0
2017-01-01,Pahang,Cameron Highlands,fruit,watermelon,0.0
2017-01-01,Pahang,Cameron Highlands,herbs,basil,0.0
2017-01-01,Pahang,Cameron Highlands,herbs,belalai_gajah,0.0
2017-01-01,Pahang,Cameron Highlands,herbs,betel_vine,0.0
2017-01-01,Pahang,Cameron Highlands,herbs,candle_tree,0.0
2017-01-01,Pahang,Cameron Highlands,herbs,cekur,0.0
2017-01-01,Pahang,Cameron Highlands,herbs,fragrant_lemon_grass,0.0
2017-01-01,Pahang,Cameron Highlands,herbs,great_morinda,0.0
2017-01-01,Pahang,Cameron Highlands,herbs,jering,0.0
2017-01-01,Pahang,Cameron Highlands,herbs,kaduk,0.0
2017-01-01,Pahang,Cameron Highlands,herbs,melada_pahit,0.0
2017-01-01,Pahang,Cameron Highlands,herbs,mint,696.6
2017-01-01,Pahang,Cameron Highlands,herbs,misai_kucing,0.0
2017-01-01,Pahang,Cameron Highlands,herbs,pandan,0.0
2017-01-01,Pahang,Cameron Highlands,herbs,pegaga,0.0
2017-01-01,Pahang,Cameron Highlands,herbs,petai,0.0
2017-01-01,Pahang,Cameron Highlands,herbs,red_ginger,0.0
2017-01-01,Pahang,Cameron Highlands,herbs,swamp_willow_weed,0.0
2017-01-01,Pahang,Cameron Highlands,herbs,ulam_raja,0.0
2017-01-01,Pahang,Cameron Highlands,industrial_crops,areca_nut,0.0
2017-01-01,Pahang,Cameron Highlands,industrial_crops,coconut,0.0
2017-01-01,Pahang,Cameron Highlands,industrial_crops,coffee,0.0
2017-01-01,Pahang,Cameron Highlands,industrial_crops,honey_bee,0.0
2017-01-01,Pahang,Cameron Highlands,industrial_crops,kelulut_bee,0.0
2017-01-01,Pahang,Cameron Highlands,industrial_crops,mushroom,1.645
2017-01-01,Pahang,Cameron Highlands,industrial_crops,roselle,0.0
2017-01-01,Pahang,Cameron Highlands,industrial_crops,tea,9853.0
2017-01-01,Pahang,Cameron Highlands,spices,asam_gelugor,0.0
2017-01-01,Pahang,Cameron Highlands,spices,calamondin_lime,0.0
2017-01-01,Pahang,Cameron Highlands,spices,curry_tree,0.0
2017-01-01,Pahang,Cameron Highlands,spices,ginger,0.0
2017-01-01,Pahang,Cameron Highlands,spices,greater_galangal,0.0
2017-01-01,Pahang,Cameron Highlands,spices,kaffir_lime,0.0
2017-01-01,Pahang,Cameron Highlands,spices,lemon_grass,0.0
2017-01-01,Pahang,Cameron Highlands,spices,lime,0.0
2017-01-01,Pahang,Cameron Highlands,spices,pink_cone_ginger,0.0
2017-01-01,Pahang,Cameron Highlands,spices,turmeric,0.0
2017-01-01,Pahang,Cameron Highlands,spices,water_celery,0.0
2017-01-01,Pahang,Cameron Highlands,vegetable,angled_loofah,0.0
2017-01-01,Pahang,Cameron Highlands,vegetable,birds_eye_chili,0.0
2017-01-01,Pahang,Cameron Highlands,vegetable,bitter_gourd,0.0
2017-01-01,Pahang,Cameron Highlands,vegetable,bottle_gourd,0.0
2017-01-01,Pahang,Cameron Highlands,vegetable,brinjal,7513.0
2017-01-01,Pahang,Cameron Highlands,vegetable,cabbage,68417.5
2017-01-01,Pahang,Cameron Highlands,vegetable,carrot,1537.0
2017-01-01,Pahang,Cameron Highlands,vegetable,celery,2608.0
2017-01-01,Pahang,Cameron Highlands,vegetable,chinese_cabbage,6628.0
2017-01-01,Pahang,Cameron Highlands,vegetable,chinese_chives,0.0
2017-01-01,Pahang,Cameron Highlands,vegetable,chinese_kale,1527.0
2017-01-01,Pahang,Cameron Highlands,vegetable,chinese_spinach,4170.0
2017-01-01,Pahang,Cameron Highlands,vegetable,cucumber,6141.0
2017-01-01,Pahang,Cameron Highlands,vegetable,dwarf_bitter_gourd,0.0
2017-01-01,Pahang,Cameron Highlands,vegetable,fourangled_bean,0.0
2017-01-01,Pahang,Cameron Highlands,vegetable,french_bean,3701.5
2017-01-01,Pahang,Cameron Highlands,vegetable,ladys_finger,0.0
2017-01-01,Pahang,Cameron Highlands,vegetable,lettuce,28308.0
2017-01-01,Pahang,Cameron Highlands,vegetable,long_bean,0.0
2017-01-01,Pahang,Cameron Highlands,vegetable,mustard,8481.241
2017-01-01,Pahang,Cameron Highlands,vegetable,pumpkin,0.0
2017-01-01,Pahang,Cameron Highlands,vegetable,radish,3067.0
2017-01-01,Pahang,Cameron Highlands,vegetable,red_chilli,1156.0
2017-01-01,Pahang,Cameron Highlands,vegetable,snake_gourd,0.0
2017-01-01,Pahang,Cameron Highlands,vegetable,spring_onion,2315.0
2017-01-01,Pahang,Cameron Highlands,vegetable,sweet_shoot,0.0
2017-01-01,Pahang,Cameron Highlands,vegetable,tomato,117093.0
2017-01-01,Pahang,Cameron Highlands,vegetable,water_spinach,0.0
2017-01-01,Pahang,Cameron Highlands,vegetable,wax_gourd,0.0
2017-01-01,Pahang,Jerantut,cash_crops,cassava,46.4
2017-01-01,Pahang,Jerantut,cash_crops,groundnuts,0.0
2017-01-01,Pahang,Jerantut,cash_crops,sweet_corn,94.9
2017-01-01,Pahang,Jerantut,cash_crops,sweet_potato,16.0
2017-01-01,Pahang,Jerantut,cash_crops,yam,23.1
